user_id,update_version,uninstalled,Sum of uninstall_time_hours,Sum of session_duration_min,Sum of ram_gb,device_model,Sum of crash_count,Active Users,Adjusted Uninstall,Adjusted Uninstall Count,Adjusted Uninstall Rate %,Avg Crashes,Avg FPS,Avg Session,Sum of avg_fps,Crash Affected Users,Engagement,Gap to Target,High Risk Users %,Low RAM Uninstall Rate %,Overall Uninstall Rate %,Projected Uninstall %,RAM Category,ram_gb,Required Reduction %,Retention %,Session Group,Target Status,Target Uninstall %,Total Uninstalls,Total Users,Uninstall Rate,Uninstall Rate %,Sum of Uninstall_Flag,Users At Risk,Crash Reduction %,Crash Reduction % Value
U1028,1.2.1,No,12,15,6,redmi9,2,1,0,0,0,2,34.06,15,34.06,1,Medium,-20,,,,0,High ≥5GB,6,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,60,60
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,0,0
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,5,5
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,10,10
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,15,15
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,20,20
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,25,25
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,30,30
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,35,35
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,40,40
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,45,45
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,50,50
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,55,55
U1046,v1.2,No,6,20,3,samsung-a10,0,1,0,0,0,0,60.55,20,60.55,,High,-20,,,,0,Mid 3-4GB,3,,100,>15 mins,✅ Target Achieved,20,0,1,0,0,0,,60,60
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,100,1,100,1,30.34,12.3,30.34,1,Medium,80,,100,100,100,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,0,0
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,95,0.95,95,1,30.34,12.3,30.34,1,Medium,75,,100,100,95,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,5,5
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,90,0.9,90,1,30.34,12.3,30.34,1,Medium,70,,100,100,90,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,10,10
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,85,0.85,85,1,30.34,12.3,30.34,1,Medium,65,,100,100,85,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,15,15
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,80,0.8,80,1,30.34,12.3,30.34,1,Medium,60,,100,100,80,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,20,20
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,75,0.75,75,1,30.34,12.3,30.34,1,Medium,55,,100,100,75,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,25,25
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,70,0.7,70,1,30.34,12.3,30.34,1,Medium,50,,100,100,70,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,30,30
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,65,0.65,65,1,30.34,12.3,30.34,1,Medium,45,,100,100,65,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,35,35
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,60,0.6,60,1,30.34,12.3,30.34,1,Medium,40,,100,100,60,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,40,40
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,55.00000000000001,0.55,55.00000000000001,1,30.34,12.3,30.34,1,Medium,35.00000000000001,,100,100,55.00000000000001,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,45,45
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,50,0.5,50,1,30.34,12.3,30.34,1,Medium,30,,100,100,50,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,50,50
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,44.99999999999999,0.44999999999999996,44.99999999999999,1,30.34,12.3,30.34,1,Medium,24.999999999999993,,100,100,44.99999999999999,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,55,55
U1053,1.2.1,Yes,12,12.3,3,redmi9,1,,40,0.4,40,1,30.34,12.3,30.34,1,Medium,20,,100,100,40,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,60,60
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,0,0
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,5,5
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,10,10
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,15,15
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,20,20
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,25,25
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,30,30
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,35,35
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,40,40
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,45,45
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,50,50
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,55,55
U1059,1.2.1,No,12,10,2,samsung-a10,1,1,0,0,0,1,42.56,10,42.56,1,Medium,-20,100,,,0,Low ≤2GB,2,,100,5-15 mins,✅ Target Achieved,20,0,1,0,0,0,1,60,60
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,100,1,100,0,49.44,20,49.44,,High,80,100,100,100,100,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,0,0
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,95,0.95,95,0,49.44,20,49.44,,High,75,100,100,100,95,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,5,5
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,90,0.9,90,0,49.44,20,49.44,,High,70,100,100,100,90,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,10,10
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,85,0.85,85,0,49.44,20,49.44,,High,65,100,100,100,85,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,15,15
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,80,0.8,80,0,49.44,20,49.44,,High,60,100,100,100,80,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,20,20
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,75,0.75,75,0,49.44,20,49.44,,High,55,100,100,100,75,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,25,25
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,70,0.7,70,0,49.44,20,49.44,,High,50,100,100,100,70,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,30,30
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,65,0.65,65,0,49.44,20,49.44,,High,45,100,100,100,65,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,35,35
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,60,0.6,60,0,49.44,20,49.44,,High,40,100,100,100,60,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,40,40
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,55.00000000000001,0.55,55.00000000000001,0,49.44,20,49.44,,High,35.00000000000001,100,100,100,55.00000000000001,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,45,45
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,50,0.5,50,0,49.44,20,49.44,,High,30,100,100,100,50,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,50,50
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,44.99999999999999,0.44999999999999996,44.99999999999999,0,49.44,20,49.44,,High,24.999999999999993,100,100,100,44.99999999999999,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,55,55
U1060,1.2.1,Yes,12,20,2,iphone 11,0,,40,0.4,40,0,49.44,20,49.44,,High,20,100,100,100,40,Low ≤2GB,2,80,0,>15 mins,⚠ Need More Reduction,20,1,1,1,100,1,1,60,60
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,100,1,100,0,42.14,12.3,42.14,,Medium,80,,100,100,100,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,0,0
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,95,0.95,95,0,42.14,12.3,42.14,,Medium,75,,100,100,95,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,5,5
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,90,0.9,90,0,42.14,12.3,42.14,,Medium,70,,100,100,90,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,10,10
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,85,0.85,85,0,42.14,12.3,42.14,,Medium,65,,100,100,85,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,15,15
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,80,0.8,80,0,42.14,12.3,42.14,,Medium,60,,100,100,80,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,20,20
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,75,0.75,75,0,42.14,12.3,42.14,,Medium,55,,100,100,75,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,25,25
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,70,0.7,70,0,42.14,12.3,42.14,,Medium,50,,100,100,70,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,30,30
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,65,0.65,65,0,42.14,12.3,42.14,,Medium,45,,100,100,65,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,35,35
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,60,0.6,60,0,42.14,12.3,42.14,,Medium,40,,100,100,60,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,40,40
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,55.00000000000001,0.55,55.00000000000001,0,42.14,12.3,42.14,,Medium,35.00000000000001,,100,100,55.00000000000001,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,45,45
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,50,0.5,50,0,42.14,12.3,42.14,,Medium,30,,100,100,50,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,50,50
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,44.99999999999999,0.44999999999999996,44.99999999999999,0,42.14,12.3,42.14,,Medium,24.999999999999993,,100,100,44.99999999999999,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,55,55
U1062,1.2.1,Yes,1,12.3,3,iphone 11,0,,40,0.4,40,0,42.14,12.3,42.14,,Medium,20,,100,100,40,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,60,60
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,100,1,100,2,15.57,12.3,15.57,1,Medium,80,,100,100,100,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,0,0
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,95,0.95,95,2,15.57,12.3,15.57,1,Medium,75,,100,100,95,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,5,5
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,90,0.9,90,2,15.57,12.3,15.57,1,Medium,70,,100,100,90,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,10,10
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,85,0.85,85,2,15.57,12.3,15.57,1,Medium,65,,100,100,85,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,15,15
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,80,0.8,80,2,15.57,12.3,15.57,1,Medium,60,,100,100,80,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,20,20
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,75,0.75,75,2,15.57,12.3,15.57,1,Medium,55,,100,100,75,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,25,25
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,70,0.7,70,2,15.57,12.3,15.57,1,Medium,50,,100,100,70,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,30,30
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,65,0.65,65,2,15.57,12.3,15.57,1,Medium,45,,100,100,65,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,35,35
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,60,0.6,60,2,15.57,12.3,15.57,1,Medium,40,,100,100,60,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,40,40
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,55.00000000000001,0.55,55.00000000000001,2,15.57,12.3,15.57,1,Medium,35.00000000000001,,100,100,55.00000000000001,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,45,45
U1064,v1.3,Yes,12,12.3,3,samsung-a10,2,,50,0.5,50,2,15.57,12.3,15.57,1,Medium,30,,100,100,50,Mid 3-4GB,3,80,0,5-15 mins,⚠ Need More Reduction,20,1,1,1,100,1,,50,50
